Sun May  6 10:52:35 2018
        +1,438         1,438 renpy.ui.scrollbar
        +1,439         1,439 renpy.ui.vscrollbar
        +1,440         1,440 renpy.ui.conditional
        +1,440         1,440 renpy.ui.saybehavior
        +1,441         1,441 renpy.config.console_commands
        +1,441         1,441 renpy.display.imagemap.ImageMapCrop
        +1,441         1,441 renpy.ui.imagebutton
        +1,441         1,441 renpy.ui.implicit_add
        +1,442         1,442 renpy.display.swdraw.clippers
        +1,442         1,442 renpy.ui.default_fixed
        +1,442         1,442 renpy.ui.pausebehavior
        +1,446         1,446 renpy.ui.soundstopbehavior
        +1,447         1,447 renpy.ui.hotspot_with_child
        +1,453         1,453 renpy.display.behavior.ImageButton
        +1,458         1,458 renpy.test.testast.If
        +1,464         1,464 renpy.execution.Delete
        +1,464         1,464 renpy.python.StoreDeleted
        +1,466         1,466 renpy.display.transition.Transition
        +1,467         1,467 renpy.display.anim.TransitionAnimation
        +1,476         1,476 renpy.persistent.registry
        +1,480         1,480 renpy.sl2.slast.SLContext
        +1,486         1,486 renpy.display.behavior.TimerState
        +1,488         1,488 renpy.exports.MenuEntry
        +1,491         1,491 renpy.display.screen.Screen
        +1,492         1,492 renpy.defaultstore.absolute
        +1,504         1,504 renpy.character.HistoryEntry
        +1,505         1,505 renpy.display.joystick.JoyBehavior
        +1,506         1,506 store.zoomin
        +1,506         1,506 store.zoomout
        +1,510         1,510 renpy.test.testexecution.TestJump
        +1,511         1,511 renpy.object.sentinels
        +1,514         1,514 renpy.display.behavior.PauseBehavior
        +1,529         1,529 renpy.ui.ChildOrFixed
        +1,530         1,530 renpy.display.layout.IgnoreLayers
        +1,532         1,532 renpy.audio.audio.QueueEntry
        +1,533         1,533 renpy.display.behavior.SoundStopBehavior
        +1,540         1,540 renpy.game.EndReplay
        +1,540         1,540 renpy.game.ParseErrorException
        +1,542         1,542 renpy.parser.LineNumberHolder
        +1,542         1,542 renpy.script.ScriptError
        +1,544         1,544 store._month_name_long
        +1,548         1,548 renpy.game.RestartTopContext
        +1,550         1,550 renpy.defaultstore.Tile
        +1,552         1,552 renpy.game.RestartContext
        +1,556         1,556 renpy.display.core.IgnoreEvent
        +1,561         1,561 renpy.game.FullRestartException
        +1,561         1,561 renpy.game.UtterRestartException
        +1,562         1,562 renpy.sl2.slast.SLCache
        +1,576         1,576 store._console.ScriptErrorHandler
        +1,580         1,580 renpy.game.JumpOutException
        +1,583         1,583 renpy.display.layout.Grid
        +1,588         1,588 renpy.display.core.EndInteraction
        +1,595         1,595 renpy.display.behavior.Keymap
        +1,596         1,596 store.director.SetTag
        +1,596         1,596 store.director.Stop
        +1,597         1,597 store.layeredimage.Layer
        +1,600         1,600 store.iap.Product
        +1,604         1,604 renpy.display.particle.SpriteCache
        +1,605         1,605 renpy.display.screen.ScreenCache
        +1,608         1,608 store.Tutorial
        +1,610         1,610 renpy.subprocess.CalledProcessError
        +1,611         1,611 renpy.ast.TranslateEarlyBlock
        +1,613         1,613 renpy.display.behavior.Conditional
        +1,613         1,613 renpy.display.tts.TTSRoot
        +1,614         1,614 renpy.character.DialogueTextTags
        +1,619         1,619 renpy.game.JumpException
        +1,620         1,620 store._console.BoundedList
        +1,625         1,625 renpy.arguments.commands
        +1,628         1,628 store._m1__errorhandling__ErrorQuit
        +1,636         1,636 store._m1__errorhandling__EnterConsole
        +1,644         1,644 renpy.pyanalysis.not_constants
        +1,644         1,644 store.updater.UpdateError
        +1,648         1,648 store.director.SetAudio
        +1,652         1,652 store.director.Commit
        +1,656         1,656 store.director.SetChannel
        +1,660         1,660 store.director.SetTransition
        +1,661         1,661 store._console.HistoryEntry
        +1,667         1,667 renpy.defaultstore.Motion
        +1,680         1,680 store._month_name_short
        +1,684         1,684 store.Screenshot
        +1,692         1,692 renpy.exports.curried_invoke_in_new_context
        +1,698         1,698 renpy.backup_blacklist
        +1,700         1,700 store.updater.UpdateCancelled
        +1,708         1,708 store.director.Start
        +1,712         1,712 renpy.atl.RawBlock
        +1,712         1,712 renpy.display.particle.SnowBlossomFactory
        +1,712         1,712 renpy.sl2.slast.SLDefault
        +1,712         1,712 renpy.sl2.slast.SLPython
        +1,712         1,712 renpy.sl2.slast.SLTransclude
        +1,718         1,718 renpy.defaultstore.FileCurrentScreenshot
        +1,720         1,720 store.director.Remove
        +1,722         1,722 renpy.defaultstore.MultipleTransition
        +1,724         1,724 store.With
        +1,728         1,728 renpy.display.behavior.Timer
        +1,728         1,728 renpy.display.transition.Dissolve
        +1,728         1,728 renpy.display.transition.MultipleTransition
        +1,728         1,728 renpy.styledata.stylesets.prefix_search
        +1,728         1,728 store.director.AddStatement
        +1,735         1,735 renpy.defaultstore.Move
        +1,736         1,736 store.director.SetList
        +1,740         1,740 renpy.game.QuitException
        +1,743         1,743 renpy.defaultstore.Null
        +1,752         1,752 store.VoiceReplay
        +1,754         1,754 renpy.test.testast.Pattern
        +1,756         1,756 store.Jump
        +1,757         1,757 renpy.display.im.Data
        +1,758         1,758 renpy.defaultstore.NoRollback
        +1,758         1,758 renpy.ui.Layer
        +1,768         1,768 store.OpenURL
        +1,779         1,779 renpy.display.layout.AdjustTimes
        +1,780         1,780 renpy.display.layout.Motion
        +1,792         1,792 store.Notify
        +1,793         1,793 renpy.ui.Many
        +1,799         1,799 renpy.ui.One
        +1,800         1,800 store.VoiceInfo
        +1,801         1,801 store.ConditionGroup
        +1,806         1,806 renpy.screenlang.text_property_names
        +1,816         1,816 store.QueueEvent
        +1,816         1,816 store._SetRenderer
        +1,820         1,820 store.director.Reset
        +1,825         1,825 renpy.display.im.Image
        +1,832         1,832 store.HideInterface
        +1,836         1,836 renpy.name_blacklist
        +1,836         1,836 store._DisplayReset
        +1,836         1,836 store._m1_00musicroom__MusicRoomRandomPlay
        +1,840         1,840 store.director.Cancel
        +1,842         1,842 renpy.sl2.slparser.if_statement
        +1,853         1,853 renpy.defaultstore._Config
        +1,855         1,855 store._voice
        +1,856         1,856 renpy.screenlang.button_properties
        +1,857         1,857 renpy.test.testast.Until
        +1,860         1,860 store.iap.Restore
        +1,864         1,864 renpy.sl2.sldisplayables.ShowIf
        +1,868         1,868 store._NVLEntry
        +1,868         1,868 store.director.ToggleList
        +1,876         1,876 store.DictEquality
        +1,878         1,878 renpy.defaultstore.AlphaMask
        +1,885         1,885 renpy.display.core.DisplayableArguments
        +1,892         1,892 renpy.game.Persistent
        +1,893         1,893 renpy.atl.RawStatement
        +1,895         1,895 renpy.log.StdioRedirector
        +1,896         1,896 renpy.defaultstore.Flatten
        +1,899         1,899 renpy.defaultstore.Solid
        +1,903         1,903 renpy.display.behavior.OnEvent
        +1,918         1,918 renpy.display.im.Rotozoom
        +1,932         1,932 store.build.xbit_patterns
        +1,944         1,944 renpy.display.movetransition.MoveInterpolate
        +1,954         1,954 renpy.defaultstore.Pan
        +1,958         1,958 renpy.defaultstore.BarValue
        +1,960         1,960 renpy.display.render.blit_lock
        +1,960         1,960 renpy.loader.auto_lock
        +1,961         1,961 renpy.display.text.DisplayableSegment
        +1,961         1,961 renpy.display.text.SpaceSegment
        +1,965         1,965 renpy.python.StoreModule
        +1,968         1,968 renpy.test.testast.Node
        +1,969         1,969 renpy.display.im.Recolor
        +1,984         1,984 store.achievement.Sync
        +1,987         1,987 renpy.display.text.FlagSegment
        +1,992         1,992 store.Section
        +1,996         1,996 renpy.display.im.Crop
        +1,996         1,996 renpy.display.text.DrawInfo
        +2,000         2,000 store.updater.Update
        +2,012         2,012 renpy.display.tts.root
        +2,012         2,012 store.FieldEquality
        +2,017         2,017 renpy.audio.audio.MusicContext
        +2,020         2,020 renpy.display.im.Map
        +2,024         2,024 renpy.savelocation.scan_thread_condition
        +2,026         2,026 renpy.display.im.Tile
        +2,030         2,030 renpy.object.Object
        +2,032         2,032 renpy.defaultstore.MoveTransition
        +2,036         2,036 renpy.python.StoreDict
        +2,040         2,040 store.RollForward
        +2,041         2,041 renpy.ui.Imagemap
        +2,044         2,044 renpy.display.anim.State
        +2,046         2,046 renpy.log.LogFile
        +2,046         2,046 renpy.translation.Restructurer
        +2,050         2,050 renpy.display.im.Flip
        +2,052         2,052 store.director.ChangeStatement
        +2,059         2,059 renpy.translation.ScriptTranslator
        +2,074         2,074 renpy.exports.loaded_modules
        +2,087         2,087 renpy.display.im.Scale
        +2,092         2,092 store.RollbackToIdentifier
        +2,096         2,096 renpy.atl.RawChoice
        +2,096         2,096 renpy.atl.RawOn
        +2,096         2,096 renpy.atl.RawParallel
        +2,096         2,096 renpy.atl.Statement
        +2,096         2,096 renpy.test.testast.Action
        +2,096         2,096 renpy.test.testast.Assert
        +2,096         2,096 renpy.test.testast.Drag
        +2,096         2,096 renpy.test.testast.Label
        +2,096         2,096 renpy.test.testast.Python
        +2,096         2,096 renpy.test.testast.Scroll
        +2,104         2,104 renpy.atl.Block
        +2,104         2,104 renpy.atl.Choice
        +2,104         2,104 renpy.atl.Parallel
        +2,104         2,104 renpy.display.layout.RotoZoom
        +2,104         2,104 renpy.display.motion.ZoomCommon
        +2,112         2,112 renpy.display.layout.IgnoresEvents
        +2,116         2,116 store.EndReplay
        +2,120         2,120 store.PongDisplayable
        +2,124         2,124 renpy.ast.Hide
        +2,127         2,127 renpy.translation.StringTranslator
        +2,128         2,128 store._m1_00preferences__DisplayAction
        +2,133         2,133 renpy.display.im.Twocolor
        +2,133         2,133 renpy.loader.RenpyImporter
        +2,136         2,136 renpy.display.motion.ATLTransform
        +2,136         2,136 store.NullAction
        +2,145         2,145 renpy.exports.register_sl_statement
        +2,148         2,148 renpy.defaultstore.ImageDissolve
        +2,151         2,151 renpy.sl2.slast.SLUse
        +2,152         2,152 renpy.ast.EndTranslate
        +2,152         2,152 store.zoominout
        +2,153         2,153 renpy.display.behavior.MouseArea
        +2,156         2,156 store._InputValueAction
        +2,157         2,157 renpy.ui.ChoiceActionBase
        +2,158         2,158 renpy.display.transition.ImageDissolve
        +2,164         2,164 renpy.ast.With
        +2,166         2,166 renpy.curry.Curry
        +2,166         2,166 store._m1_developer__ImageLocationPicker
        +2,168         2,168 renpy.sl2.sldisplayables.DisplayableParser
        +2,168         2,168 store.DisableAllInputValues
        +2,173         2,173 renpy.test.testast.Type
        +2,184         2,184 renpy.ast.TranslatePython
        +2,184         2,184 renpy.screenlang.ui_properties
        +2,188         2,188 renpy.ast.Image
        +2,195         2,195 store.NVLCharacter
        +2,196         2,196 renpy.display.imagemap.ImageMapCache
        +2,197         2,197 renpy.atl.On
        +2,197         2,197 renpy.sl2.slast.SLShowIf
        +2,199         2,199 renpy.display.im.FactorScale
        +2,199         2,199 renpy.screenlang.ScreenLangScreen
        +2,200         2,200 store._m1_00musicroom__MusicRoomStop
        +2,220         2,220 store._m1_00musicroom__MusicRoomTogglePlay
        +2,220         2,220 store.director.ToggleAttribute
        +2,224         2,224 renpy.screenlang.ForParser
        +2,226         2,226 renpy.sl2.slparser.ForParser
        +2,232         2,232 renpy.ast.StoreNamespace
        +2,232         2,232 renpy.character.SlowDone
        +2,232         2,232 renpy.display.behavior.HoveredProxy
        +2,232         2,232 renpy.display.focus.Focus
        +2,232         2,232 renpy.display.im.CacheEntry
        +2,232         2,232 renpy.display.layout.Revolver
        +2,232         2,232 renpy.execution.LineLogEntry
        +2,232         2,232 renpy.loadsave._MultiPersistent
        +2,232         2,232 renpy.python.StoreProxy
        +2,232         2,232 renpy.substitutions.MultipleDict
        +2,232         2,232 renpy.text.font.ImageFont
        +2,232         2,232 renpy.ui.Addable
        +2,232         2,232 store.StaticValue
        +2,232         2,232 store._m1_00gltest__GLTest
        +2,236         2,236 store.SetVoiceMute
        +2,243         2,243 renpy.display.im.ImageBase
        +2,271         2,271 renpy.sl2.slast.SLIf
        +2,273         2,273 store.InputValue
        +2,275         2,275 renpy.atl.Context
        +2,276         2,276 store.Hide
        +2,277         2,277 renpy.ast.ArgumentInfo
        +2,280         2,280 renpy.gl.gltexture.texture_numbers
        +2,285         2,285 renpy.display.im.AlphaMask
        +2,288         2,288 renpy.ast.Screen
        +2,288         2,288 renpy.defaultstore.object
        +2,292         2,292 store.PauseAudio
        +2,304         2,304 renpy.display.layout.MultiBox
        +2,304         2,304 renpy.exports.TagQuotingDict
        +2,304         2,304 renpy.sl2.slast.ScreenCache
        +2,308         2,308 store.ToggleVoiceMute
        +2,312         2,312 renpy.memory.memory_log
        +2,312         2,312 store.Stop
        +2,314         2,314 renpy.defaultstore.Sprite
        +2,315         2,315 renpy.scriptedit.Line
        +2,316         2,316 renpy.screenlang.FunctionStatementParser
        +2,319         2,319 renpy.lint.Count
        +2,324         2,324 renpy.sl2.slast.SLFor
        +2,328         2,328 store._m1_00gallery__GalleryToggleSlideshow
        +2,331         2,331 renpy.translation.dialogue.DialogueFile
        +2,332         2,332 renpy.ast.If
        +2,336         2,336 renpy.display.anim.Edge
        +2,344         2,344 renpy.ast.Return
        +2,346         2,346 store.iap.IOSBackend
        +2,351         2,351 renpy.ast.ParameterInfo
        +2,355         2,355 renpy.defaultstore.Viewport
        +2,360         2,360 store.FilePage
        +2,378         2,378 renpy.display.core.MouseMove
        +2,391         2,391 renpy.game.CallException
        +2,392         2,392 store.director.SemiModal
        +2,398         2,398 renpy.log.TimeLog
        +2,399         2,399 renpy.screenlang.Style
        +2,399         2,399 renpy.sl2.sldisplayables.Style
        +2,404         2,404 renpy.screenlang.Positional
        +2,404         2,404 renpy.sl2.sldisplayables.Positional
        +2,404         2,404 store.FileTakeScreenshot
        +2,406         2,406 renpy.display.text.Blit
        +2,408         2,408 renpy.ast.Show
        +2,408         2,408 renpy.ast.Testcase
        +2,408         2,408 renpy.screenlang.PrefixStyle
        +2,408         2,408 renpy.sl2.sldisplayables.PrefixStyle
        +2,408         2,408 store._m1_00action_other__TooltipAction
        +2,410         2,410 renpy.defaultstore.FontGroup
        +2,411         2,411 renpy.screenlang.Keyword
        +2,411         2,411 renpy.sl2.sldisplayables.Keyword
        +2,412         2,412 renpy.defaultstore.SpriteManager
        +2,414         2,414 renpy.display.core.SceneListEntry
        +2,414         2,414 renpy.parser.ParseTrie
        +2,417         2,417 store._console.DebugConsole
        +2,418         2,418 renpy.defaultstore._layout_class
        +2,418         2,418 renpy.display.behavior.SayBehavior
        +2,419         2,419 renpy.text.extras.text_tags
        +2,424         2,424 store.iap.AndroidBackend
        +2,425         2,425 renpy.defaultstore.Window
        +2,426         2,426 renpy.display.motion.Proxy
        +2,439         2,439 renpy.atl.RawMultipurpose
        +2,439         2,439 renpy.display.swdraw.Clipper
        +2,440         2,440 store.iap.NoneBackend
        +2,443         2,443 renpy.defaultstore.Action
        +2,443         2,443 renpy.pyanalysis.CompilerCache
        +2,446         2,446 store.icon.Icon
        +2,451         2,451 renpy.ast.Jump
        +2,454         2,454 renpy.ast.While
        +2,463         2,463 renpy.game.ExceptionInfo
        +2,464         2,464 store.MainMenu
        +2,466         2,466 renpy.ast.Scry
        +2,467         2,467 renpy.loadsave.Cache
        +2,467         2,467 renpy.sl2.slast.SLDisplayable
        +2,473         2,473 renpy.object.Sentinel
        +2,476         2,476 store.FileDelete
        +2,476         2,476 store.Quit
        +2,479         2,479 renpy.display.im.Composite
        +2,480         2,480 store.achievement.PersistentBackend
        +2,483         2,483 renpy.sl2.slast.SLBlock
        +2,493         2,493 renpy.defaultstore.Particles
        +2,498         2,498 renpy.ast.Init
        +2,503         2,503 renpy.ast.TranslateBlock
        +2,506         2,506 renpy.sl2.slparser.Parser
        +2,520         2,520 store._m1_00gallery__GalleryAction
        +2,525         2,525 renpy.defaultstore.Bar
        +2,526         2,526 renpy.loadsave.SaveRecord
        +2,528         2,528 renpy.ast.Scene
        +2,548         2,548 renpy.screenlang.Parser
        +2,564         2,564 renpy.preferences.Preference
        +2,564         2,564 store.Queue
        +2,569         2,569 renpy.gl.gl1.__pyx_capi__
        +2,572         2,572 renpy.ast.ShowLayer
        +2,572         2,572 renpy.translation.scanstrings.String
        +2,588         2,588 store.achievement.Backend
        +2,590         2,590 renpy.ui.ChoiceJump
        +2,604         2,604 store._defaults_set
        +2,612         2,612 renpy.ast.Menu
        +2,613         2,613 renpy.ast.PyExpr
        +2,619         2,619 renpy.ui.ChoiceReturn
        +2,625         2,625 renpy.ast.Call
        +2,625         2,625 renpy.ast.Python
        +2,628         2,628 renpy.display.layout.Interpolate
        +2,629         2,629 renpy.ast.Define
        +2,636         2,636 store.ToggleMute
        +2,637         2,637 renpy.display.text.TextSegment
        +2,656         2,656 store.StylePreference
        +2,660         2,660 renpy.config.joystick_keys
        +2,660         2,660 store.Start
        +2,666         2,666 renpy.game.Preferences
        +2,670         2,670 renpy.display.focus.default_focus
        +2,677         2,677 store.AudioPositionValue
        +2,683         2,683 renpy.display.anim.SMAnimation
        +2,685         2,685 renpy.ast.Default
        +2,688         2,688 renpy.display.core.enabled_events
        +2,699         2,699 renpy.python.CompressedList
        +2,704         2,704 store.SetMixer
        +2,704         2,704 store.achievement.SteamBackend
        +2,705         2,705 renpy.display.text.Layout
        +2,720         2,720 store.SetScreenVariable
        +2,743         2,743 store.Placeholder
        +2,747         2,747 renpy.display.core.ImagePredictInfo
        +2,755         2,755 renpy.display.log
        +2,760         2,760 store.MouseMove
        +2,764         2,764 store.Call
        +2,772         2,772 store.SetDict
        +2,779         2,779 renpy.display.im.MatrixColor
        +2,796         2,796 renpy.display.layout.Side
        +2,803         2,803 renpy.defaultstore.OldMoveTransition
        +2,820         2,820 store.InvertSelected
        +2,830         2,830 store.MixerValue
        +2,855         2,855 renpy.display.text.slow_text
        +2,876         2,876 store.Language
        +2,877         2,877 renpy.defaultstore.DragGroup
        +2,884         2,884 store._m1_00musicroom__MusicRoomPlay
        +2,888         2,888 renpy.sl2.slproperties.ui_properties
        +2,908         2,908 store.YScrollValue
        +2,912         2,912 store.SelectedIf
        +2,912         2,912 store.Show
        +2,912         2,912 store._SplineInterpolator
        +2,916         2,916 store.XScrollValue
        +2,924         2,924 store.SensitiveIf
        +2,944         2,944 store.ToggleScreen
        +2,952         2,952 renpy.defaultstore.ParameterizedText
        +2,971         2,971 renpy.text.ftfont.FreetypeError
        +2,989         2,989 renpy.savelocation.scan_thread
        +2,996         2,996 store.RemoveFromSet
        +3,008         3,008 store.Replay
        +3,027         3,027 renpy.ast.Label
        +3,048         3,048 store.RestartStatement
        +3,056         3,056 renpy.atl.ATLTransformBase
        +3,072         3,072 renpy.parser.KEYWORDS
        +3,097         3,097 renpy.pyanalysis.Analysis
        +3,098         3,098 renpy.savelocation.FileLocation
        +3,121         3,121 renpy.pyanalysis.DeltaSet
        +3,152         3,152 renpy.game.seen_session
        +3,177         3,177 renpy.editor.Editor
        +3,192         3,192 store.FilePageNext
        +3,201         3,201 renpy.defaultstore.Borders
        +3,205         3,205 renpy.display.gesture.GestureRecognizer
        +3,208         3,208 store.Tooltip
        +3,228         3,228 store.AddToSet
        +3,232         3,232 renpy.sl2.slast.SLNode
        +3,244         3,244 store.SetField
        +3,251         3,251 renpy.defaultstore.Input
        +3,262         3,262 renpy.loader.SubFile
        +3,264         3,264 renpy.pyanalysis.Control
        +3,270         3,270 renpy.python.Rollback
        +3,282         3,282 renpy.ast.Say
        +3,286         3,286 renpy.display.screen.ScreenDisplayable
        +3,288         3,288 renpy.display.core.ALL_EVENTS
        +3,296         3,296 renpy.display.render.screen_render
        +3,304         3,304 store.SetMute
        +3,316         3,316 store.Rollback
        +3,316         3,316 store.ToggleScreenVariable
        +3,319         3,319 renpy.sl2.slast.SLScreen
        +3,329         3,329 renpy.defaultstore.DynamicImage
        +3,352         3,352 renpy.ast.EarlyPython
        +3,352         3,352 renpy.display.behavior.event_cache
        +3,356         3,356 store.iap.Purchase
        +3,365         3,365 renpy.defaultstore.ImageReference
        +3,376         3,376 store.Return
        +3,402         3,402 renpy.display.pgrender.Surface
        +3,418         3,418 renpy.text.textsupport.CLASSES
        +3,440         3,440 store.DictInputValue
        +3,450         3,450 renpy.ast.Translate
        +3,456         3,456 store.gui.SetPreference
        +3,460         3,460 store.FilePagePrevious
        +3,472         3,472 renpy.style.prefix_priority
        +3,480         3,480 renpy.defaultstore.dict
        +3,486         3,486 renpy.loadsave.autosave_not_running
        +3,520         3,520 store.Scroll
        +3,526         3,526 renpy.defaultstore.list
        +3,539         3,539 renpy.game.args
        +3,541         3,541 renpy.ast.TranslateString
        +3,562         3,562 renpy.defaultstore.Button
        +3,586         3,586 renpy.defaultstore.DynamicDisplayable
        +3,614         3,614 renpy.savelocation.MultiLocation
        +3,616         3,616 renpy.gl.gltexture.texture_generation
        +3,624         3,624 renpy.display.im.Cache
        +3,640         3,640 renpy.screenlang.box_properties
        +3,647         3,647 renpy.display.layout.Container
        +3,688         3,688 store.Skip
        +3,692         3,692 store.ToggleDict
        +3,718         3,718 renpy.defaultstore.Frame
        +3,721         3,721 store.VariableInputValue
        +3,744         3,744 store.FieldInputValue
        +3,756         3,756 store.blinds
        +3,760         3,760 store.ToggleField
        +3,760         3,760 store.squares
        +3,776         3,776 store.ScreenVariableInputValue
        +3,780         3,780 renpy.config.main_menu
        +3,796         3,796 store.gui.TogglePreference
        +3,845         3,845 renpy.ast.PyCode
        +3,847         3,847 renpy.display.core.SceneLists
        +3,848         3,848 store.e
        +3,848         3,848 store.nvl
        +3,866         3,866 renpy.ast.Style
        +3,891         3,891 store.narrator
        +3,896         3,896 store.Help
        +3,907         3,907 renpy.ast.UserStatement
        +3,912         3,912 store.nvl_narrator
        +3,924         3,924 store.g
        +3,944         3,944 store._narrator
        +3,956         3,956 store.vcentered
        +3,971         3,971 store.e1a
        +3,980         3,980 store.e9
        +3,996         3,996 store.l
        +4,004         4,004 store.nvle
        +4,016         4,016 renpy.display.behavior.Adjustment
        +4,048         4,048 renpy.screenlang.i
        +4,048         4,048 renpy.screenlang.screen_parser
        +4,048         4,048 renpy.translation.scanstrings.COMMON_PRIORITIES
        +4,049         4,049 store.e4
        +4,049         4,049 store.eslow
        +4,061         4,061 renpy.ast.Node
        +4,064         4,064 store.centered
        +4,068         4,068 store.ToggleSetMembership
        +4,087         4,087 store.e_shout
        +4,087         4,087 store.e_whisper
        +4,099         4,099 store.e1
        +4,103         4,103 renpy.ast.Transform
        +4,106         4,106 renpy.display.swdraw.SWDraw
        +4,124         4,124 store.AnimatedValue
        +4,129         4,129 store.egreen
        +4,146         4,146 renpy.defaultstore.CropMove
        +4,168         4,168 store.e2
        +4,176         4,176 store.FileLoad
        +4,193         4,193 renpy.python.RollbackLog
        +4,203         4,203 renpy.substitutions.Formatter
        +4,212         4,212 store.Confirm
        +4,224         4,224 store.PlayCharacterVoice
        +4,246         4,246 store.e3
        +4,257         4,257 store.e5
        +4,257         4,257 store.e6
        +4,328         4,328 renpy.sl2.sldisplayables.box_properties
        +4,331         4,331 store.Function
        +4,432         4,432 renpy.style.property_priority
        +4,453         4,453 renpy.audio.audio.Channel
        +4,486         4,486 store.MusicRoom
        +4,548         4,548 store.e7
        +4,641         4,641 renpy.character.ADVCharacter
        +4,644         4,644 store.layeredimage.Always
        +4,690         4,690 renpy.display.im.matrix
        +4,736         4,736 renpy.dump.transforms
        +4,745         4,745 renpy.config.underlay
        +4,747         4,747 renpy.audio.audio.periodic_condition
        +4,809         4,809 store.FilePageNameInputValue
        +4,904         4,904 store.e8
        +4,920         4,920 renpy.atl.warpers
        +4,933         4,933 renpy.script.Script
        +4,954         4,954 store.director.state
        +4,996         4,996 store.FileSave
        +5,095         5,095 renpy.defaultstore.adv
        +5,119         5,119 renpy.subprocess.Popen
        +5,207         5,207 renpy.gl.glrtt_fbo.FboRtt
        +5,212         5,212 renpy.gl.glrtt_copy.CopyRtt
        +5,216         5,216 store.Play
        +5,236         5,236 renpy.audio.audio.lock
        +5,256         5,256 renpy.python.WrapNode
        +5,277         5,277 store.l8
        +5,349         5,349 renpy.style.prefix_alts
        +5,352         5,352 renpy.sl2.sldisplayables.button_properties
        +5,412         5,412 store.ShowMenu
        +5,459         5,459 renpy.atl.is_constant_expr
        +5,485         5,485 renpy.defaultstore.set
        +5,505         5,505 renpy.exports.random
        +5,583         5,583 renpy.defaultstore.Movie
        +5,752         5,752 renpy.display.core.Displayable
        +5,942         5,942 renpy.defaultstore.Text
        +6,032         6,032 store.ScreenVariableValue
        +6,112         6,112 renpy.config.game_menu
        +6,120         6,120 renpy.screenlang.bar_properties
        +6,128         6,128 store.DictValue
        +6,191         6,191 renpy.pyanalysis.PyAnalysis
        +6,326         6,326 renpy.execution.Context
        +6,340         6,340 store.FieldValue
        +6,345         6,345 renpy.parser.Lexer
        +6,379         6,379 renpy.game.preferences
        +6,464         6,464 renpy.screenlang.window_properties
        +6,464         6,464 renpy.sl2.sldisplayables.bar_properties
        +6,464         6,464 renpy.sl2.sldisplayables.scrollbar_bar_properties
        +6,464         6,464 renpy.sl2.sldisplayables.vscrollbar_bar_properties
        +6,668         6,668 renpy.config.special_namespaces
        +6,734         6,734 renpy.display.predict.screens
        +6,814         6,814 renpy.display.motion.TransformState
        +7,008         7,008 renpy.display.text.layout_cache_old
        +7,152         7,152 renpy.sl2.sldisplayables.window_properties
        +7,152         7,152 store.Condition
        +7,292         7,292 renpy.sl2.slparser.screen_parser
        +7,501         7,501 renpy.gl.gldraw.Rtt
        +7,506         7,506 renpy.python.DetRandom
        +7,756         7,756 store.build.renpy_patterns
        +7,966         7,966 renpy.gl.gltexture.Texture
        +7,968         7,968 store.build.early_base_patterns
        +8,027         8,027 renpy.defaultstore.Drag
        +8,093         8,093 renpy.style.StyleManager
        +8,110         8,110 renpy.gl.gl.__pyx_capi__
        +8,290         8,290 renpy.display.core.Interface
        +8,388         8,388 renpy.test.testkey.unicode_to_code
        +8,424         8,424 renpy.lint.python_builtins
        +8,568         8,568 renpy.display.text.virtual_layout_cache_new
        +8,585         8,585 store._default_keymap
        +8,790         8,790 store.updater.Updater
        +8,860         8,860 store.Attribute
        +8,872         8,872 renpy.screenlang.position_properties
        +8,872         8,872 renpy.screenlang.side_position_properties
        +8,872         8,872 renpy.screenlang.text_position_properties
        +8,873         8,873 store.Gallery
        +8,900         8,900 renpy.display.image.image_names
        +9,064         9,064 renpy.preferences.pad_bindings
        +9,117         9,117 renpy.audio.audio.periodic_thread
        +9,153         9,153 renpy.atl.PROPERTIES
        +9,248         9,248 renpy.config.pad_bindings
        +9,577         9,577 renpy.color.Color
        +9,640         9,640 renpy.sl2.sldisplayables.scrollbar_position_properties
        +9,640         9,640 renpy.sl2.sldisplayables.side_position_properties
        +9,640         9,640 renpy.sl2.sldisplayables.text_position_properties
        +9,640         9,640 renpy.sl2.sldisplayables.viewport_position_properties
        +9,640         9,640 renpy.sl2.sldisplayables.vscrollbar_position_properties
        +9,640         9,640 renpy.sl2.slproperties.position_properties
       +10,305        10,305 store._layout
       +10,761        10,761 renpy.display.render.Canvas
       +12,048        12,048 renpy.screenlang.text_properties
       +12,048        12,048 renpy.screenlang.text_text_properties
       +12,136        12,136 store.rotated
       +12,156        12,156 store._movebottom
       +12,156        12,156 store._moveleft
       +12,156        12,156 store._moveright
       +12,156        12,156 store._movetop
       +12,160        12,160 store.topright
       +12,390        12,390 store.LayeredImage
       +12,448        12,448 store.build.packages
       +12,541        12,541 store.KEYWORDS
       +12,568        12,568 renpy.display.screen.screens
       +12,824        12,824 renpy.sl2.sldisplayables.text_properties
       +12,824        12,824 renpy.sl2.sldisplayables.text_text_properties
       +12,864        12,864 store.center
       +12,864        12,864 store.left
       +12,864        12,864 store.offscreenleft
       +12,864        12,864 store.offscreenright
       +12,864        12,864 store.popup_place
       +12,864        12,864 store.top
       +12,864        12,864 store.topleft
       +12,864        12,864 store.truecenter
       +13,603        13,603 renpy.arguments.ArgumentParser
       +14,832        14,832 store.logopos
       +14,836        14,836 store.examplepos
